box,activation,hiddenLayers,inputDropout,dropout,epochs,trainSamplesPerIteration,rho,l1,l2,maxw2,epsilon,balance_classes,dataTransformation,lossFunction,executionTime,logLoss1,logLoss2,logLoss3,logLoss4,accuracy1,accuracy2,accuracy3,accuracy4
work,RectifierWithDropout,500;500;250;100,0.3,0.1,5,-2,0.99,1.00E-04,0.001,3,1.00E-08,FALSE,log,CrossEntropy,0.982911791,0.582654985,0.572732679,0.585453054,0.574324145,0.781835811,0.784795397,0.777813692,0.78073691
work,RectifierWithDropout,100;20,0.01,0.05,25,-2,0.9999,1.00E-04,0.001,2,1.00E-07,FALSE,sqrtPlus3Over8,CrossEntropy,0.246977191,0.871847861,0.895975178,0.798579673,0.815390036,0.694957983,0.679100136,0.712457172,0.703943116
work,RectifierWithDropout,500;250;125,0.01,0.3,50,-2,0.999,1.00E-05,0.01,5,1.00E-06,FALSE,raw,CrossEntropy,2.275369945,0.777845753,0.780808408,0.784536214,0.777394135,0.726438268,0.725386256,0.733272998,0.719004525
work,RectifierWithDropout,200;100;50,0.05,0.3,35,-2,0.95,1.00E-04,0.001,30,1.00E-07,FALSE,sqrt,CrossEntropy,0.666605446,0.575799013,0.574216357,0.577771966,0.589122529,0.790368455,0.798176999,0.793910401,0.791596639
work,RectifierWithDropout,200;100;50,0,0.3,50,-2,0.95,0.01,1.00E-05,2,1.00E-07,FALSE,log,CrossEntropy,0.988611792,1.036550855,1.006744047,1.031206953,0.988531146,0.64272786,0.64826427,0.64826427,0.645507434
work,RectifierWithDropout,2048;1024;512,0.05,0.05,25,-2,0.9999,0.01,0,10,1.00E-08,FALSE,log,CrossEntropy,9.67397125,0.836817048,1.99688595,0.978107016,1.964360671,0.711764706,0.259616006,0.686146487,0.259211377
work,RectifierWithDropout,35;17,0.01,0.1,15,-2,0.999,1.00E-05,1.00E-05,10,1.00E-06,FALSE,sqrt,CrossEntropy,0.111048609,0.672099496,0.642484766,0.634081665,0.669850658,0.737815126,0.756092831,0.761523046,0.753522948
work,RectifierWithDropout,100;50,0,0.7,50,-2,0.999,0.001,0.01,10,1.00E-06,FALSE,log,CrossEntropy,0.275727196,0.879565087,0.810862678,0.819666418,0.883847434,0.70885585,0.715301571,0.714267244,0.701745314
work,RectifierWithDropout,2048;1024;512,0,0.05,25,-2,0.99,0,1.00E-05,10,1.00E-06,FALSE,sqrt,CrossEntropy,10.81782225,0.803310454,0.665610389,0.640169222,0.709204476,0.798319328,0.792358911,0.794880083,0.792954105
work,RectifierWithDropout,100;50,0,0.7,25,-2,0.98,1.00E-04,0.01,7,1.00E-09,FALSE,sqrt,CrossEntropy,0.203373796,0.725671462,0.733082834,0.744097546,0.740917635,0.732579186,0.729329627,0.728747818,0.721202327
work,RectifierWithDropout,250;125,0.05,0.3,50,-2,0.99,1.00E-05,1.00E-05,5,1.00E-07,FALSE,sqrtPlus3Over8,CrossEntropy,1.005413488,0.527652378,0.525724368,0.528658345,0.550839024,0.805042017,0.801021398,0.797724481,0.796444732
work,RectifierWithDropout,72;72;72,0,0.2,5,-2,0.98,0.001,0.001,30,1.00E-09,FALSE,log,CrossEntropy,0.145111954,0.622681574,0.632154062,0.618973574,0.631452857,0.764447317,0.762040209,0.763462409,0.754751131
work,RectifierWithDropout,36;36,0,0.05,35,-2,0.999,0.001,0.001,30,1.00E-06,FALSE,log,CrossEntropy,0.185665367,0.665587316,0.682424203,0.67519612,0.669933197,0.746994182,0.753054496,0.752601978,0.746800259
work,RectifierWithDropout,35;17,0.1,0.1,5,-2,0.9999,0.001,1.00E-05,10,1.00E-07,FALSE,raw,CrossEntropy,0.074122634,0.737309367,0.828357461,0.74803429,0.770379973,0.721654816,0.716659125,0.727778137,0.712992889
work,RectifierWithDropout,100;20,0,0.7,15,-2,0.99,0.01,0.01,30,1.00E-07,FALSE,raw,CrossEntropy,0.131056917,1.090264851,1.057099827,1.16704794,1.214304856,0.672656755,0.654599522,0.641411856,0.648674855
work,RectifierWithDropout,50;100,0,0.1,5,-2,0.99,0,1.00E-04,2,1.00E-06,FALSE,log,CrossEntropy,0.103176858,0.629944311,0.664985734,0.624558047,0.630778366,0.755914674,0.746977827,0.759131166,0.760116354
work,RectifierWithDropout,1024;512;256;128,0.2,0.1,50,-2,0.95,0,0.01,3,1.00E-07,FALSE,log,CrossEntropy,8.751252855,0.64454726,0.679259583,0.641094239,0.684209982,0.763089851,0.756868576,0.760230138,0.754104719
work,RectifierWithDropout,200;100;50,0.3,0.7,10,-2,0.9999,1.00E-04,0.01,7,1.00E-09,FALSE,sqrtPlus3Over8,CrossEntropy,0.162250308,0.794444086,0.831971106,0.810619841,0.823922609,0.725727214,0.715689443,0.720279268,0.717582418
work,RectifierWithDropout,36;18,0,0.2,25,-2,0.9999,0,0.01,10,1.00E-08,FALSE,log,CrossEntropy,0.167982817,0.654061182,0.660357374,0.682346924,0.665672315,0.751971558,0.75130907,0.74439201,0.742146089
work,RectifierWithDropout,100;50,0.1,0.5,35,-2,0.95,0.001,0,30,1.00E-07,FALSE,sqrt,CrossEntropy,0.2736299,0.621866335,0.62315119,0.618851756,0.626800278,0.771945701,0.770508759,0.771995604,0.767226891
work,RectifierWithDropout,200;100;50,0.02,0.7,50,-2,0.99,1.00E-04,0,7,1.00E-06,FALSE,raw,CrossEntropy,0.467956709,0.696572914,0.740825369,0.821390927,0.716291779,0.741564318,0.734953779,0.73747495,0.732514544
work,RectifierWithDropout,250;125,0.2,0,5,-2,0.98,0,1.00E-05,5,1.00E-08,FALSE,raw,CrossEntropy,0.313516442,0.567831392,0.584617685,0.569578962,0.583424816,0.787330317,0.785829724,0.780270218,0.776470588
work,RectifierWithDropout,35;17,0.05,0.7,35,-2,0.9999,0,1.00E-04,20,1.00E-06,FALSE,sqrt,CrossEntropy,0.111111037,1.250853998,1.361929661,1.331580109,1.233835541,0.578345184,0.582002715,0.53817312,0.614479638
work,RectifierWithDropout,500;250,0.3,0.7,5,-2,0.95,0,0,30,1.00E-09,FALSE,sqrt,CrossEntropy,0.323575617,0.692664984,0.712008674,0.7136372,0.725280935,0.738073691,0.729523563,0.728424591,0.719521655
work,RectifierWithDropout,500;250;125,0.3,0.05,5,-2,0.95,1.00E-05,0,30,1.00E-09,FALSE,raw,CrossEntropy,0.969762604,0.621659062,0.641224423,0.640208593,0.645560813,0.765223012,0.763527054,0.761587692,0.76405947
work,RectifierWithDropout,100;50,0.1,0.05,50,-2,0.9999,0.01,0,5,1.00E-07,FALSE,sqrtPlus3Over8,CrossEntropy,0.645058692,0.865139588,1.022525922,0.967584841,0.907302899,0.701163542,0.659189346,0.674510311,0.685003232
work,RectifierWithDropout,36;36;36,0.02,0.2,5,-2,0.999,0.001,0.01,3,1.00E-06,FALSE,sqrtPlus3Over8,CrossEntropy,0.092554342,0.768720421,0.856627863,0.802729174,0.892720428,0.719844861,0.699722025,0.719180296,0.694570136
work,RectifierWithDropout,50;100,0.02,0.3,5,-2,0.9999,0.01,0.01,2,1.00E-08,FALSE,raw,CrossEntropy,0.096382687,0.964621409,0.981683299,0.986660421,0.974788989,0.688299935,0.689314112,0.681556662,0.677052359
work,RectifierWithDropout,100;100,0.05,0.05,25,-2,0.99,1.00E-05,1.00E-05,7,1.00E-08,FALSE,sqrt,CrossEntropy,56.0876004,0.54399017,0.534132627,0.524494324,0.536875443,0.798125404,0.799663844,0.803154696,0.793148028
work,RectifierWithDropout,35;17,0.05,0,10,-2,0.95,0.001,1.00E-04,30,1.00E-06,FALSE,log,CrossEntropy,0.09818435,0.704558639,0.65299069,0.655702294,0.642612193,0.749450549,0.766112871,0.758290775,0.769424693
work,RectifierWithDropout,72;72;72,0.3,0.3,5,-2,0.98,0,0,10,1.00E-08,FALSE,log,CrossEntropy,0.114281896,0.637615228,0.645741732,0.637504633,0.639618223,0.756561086,0.753442369,0.748141444,0.753458306
work,RectifierWithDropout,250;125,0.3,0.7,50,-2,0.999,0.001,0.01,20,1.00E-06,FALSE,raw,CrossEntropy,0.557924359,0.751006187,0.767937762,0.793109115,0.746346298,0.731092437,0.726226647,0.720149977,0.719457014
work,RectifierWithDropout,500;250;125,0.1,0.7,25,-2,0.999,0.001,0,30,1.00E-08,FALSE,log,CrossEntropy,0.808694817,0.615678014,0.62785918,0.623292545,0.612682242,0.76250808,0.768827979,0.754864568,0.756302521
work,RectifierWithDropout,2048;1024;512,0.02,0.05,25,-2,0.99,1.00E-04,0.001,30,1.00E-07,FALSE,sqrt,CrossEntropy,10.40208738,0.559659814,0.569020331,0.542968821,0.558651184,0.800581771,0.795720473,0.80606374,0.796056884
work,RectifierWithDropout,100;50,0.2,0.05,15,-2,0.9999,1.00E-04,1.00E-04,5,1.00E-09,FALSE,sqrt,CrossEntropy,0.214018741,0.545838242,0.565791451,0.544042249,0.559870922,0.791596639,0.783114616,0.786864051,0.780801551
work,RectifierWithDropout,100;50,0.05,0.05,15,-2,0.99,0.01,0.001,30,1.00E-06,FALSE,sqrt,CrossEntropy,0.223747921,0.743773104,0.752791877,0.748813872,0.769061276,0.73438914,0.72519232,0.733402288,0.717259211
work,RectifierWithDropout,35;17,0.02,0.1,25,-2,0.99,1.00E-04,1.00E-05,20,1.00E-09,FALSE,sqrt,CrossEntropy,0.177751191,0.582543713,0.597977265,0.585351741,0.591555427,0.779056238,0.776908656,0.778072274,0.771751778
work,RectifierWithDropout,36;18,0.05,0.1,5,-2,0.95,0,0.001,10,1.00E-09,FALSE,log,CrossEntropy,0.0857985,0.692299597,0.669010626,0.674810659,0.695429359,0.748674855,0.754347404,0.750727261,0.735875889
work,RectifierWithDropout,1024;512;256;128,0,0.3,50,-2,0.99,1.00E-05,1.00E-05,10,1.00E-06,FALSE,sqrt,CrossEntropy,5.3184198,0.561185721,0.607396015,0.608760134,0.54981865,0.807045895,0.799987071,0.807098067,0.802650291
work,RectifierWithDropout,500;500;250;100,0.01,0.1,25,-2,0.98,1.00E-05,1.00E-05,2,1.00E-07,FALSE,raw,CrossEntropy,2.948215354,0.553133506,0.596669998,0.545241231,0.579836031,0.803813833,0.792617493,0.801150688,0.796638655
work,RectifierWithDropout,500;250;125,0.05,0.2,50,-2,0.9999,0.001,1.00E-05,30,1.00E-06,FALSE,sqrt,CrossEntropy,1.471252871,0.683630089,0.712039722,0.703602344,0.698527614,0.747963801,0.738444631,0.7459435,0.744861021
work,RectifierWithDropout,100;100,0.1,0,50,-2,0.999,1.00E-04,0,7,1.00E-09,FALSE,sqrtPlus3Over8,CrossEntropy,0.881450796,0.55766204,0.548634743,0.53859409,0.54638027,0.795604396,0.79449221,0.800051716,0.79269554
work,RectifierWithDropout,1024;512;256,0.3,0.7,5,-2,0.95,1.00E-05,0.001,30,1.00E-07,FALSE,raw,CrossEntropy,0.701633092,0.667380771,0.670078335,0.663175668,0.663287055,0.751195863,0.751632297,0.752925205,0.746929541
work,RectifierWithDropout,500;250;125,0.3,0,5,-2,0.95,0,1.00E-05,30,1.00E-07,FALSE,sqrt,CrossEntropy,0.416104958,0.617231274,0.637347318,0.633708636,0.61203424,0.769877182,0.773159222,0.771478441,0.769230769
work,RectifierWithDropout,250;125,0,0.05,50,-2,0.95,1.00E-04,0,2,1.00E-09,FALSE,sqrtPlus3Over8,CrossEntropy,2.64248145,0.565395901,0.576412284,0.560456967,0.572830115,0.795151907,0.788674122,0.793199302,0.785649644
work,RectifierWithDropout,100;50,0.1,0.05,50,-2,0.99,1.00E-04,0.001,3,1.00E-07,FALSE,sqrt,CrossEntropy,0.577806921,0.560402415,0.565997019,0.55761873,0.572011138,0.789010989,0.787769087,0.788803413,0.784680026
work,RectifierWithDropout,36;36;36,0.01,0.1,5,-2,0.9999,0.01,0,20,1.00E-09,FALSE,sqrt,CrossEntropy,0.086771829,0.803526755,0.827393327,0.807269564,0.815644567,0.727278604,0.715301571,0.721572177,0.716031028
work,RectifierWithDropout,250;125,0.02,0.1,35,-2,0.9999,0.01,1.00E-04,3,1.00E-07,FALSE,sqrt,CrossEntropy,0.950533417,0.911521914,1.066160815,1.017360339,1.145302146,0.702521008,0.635529123,0.666041761,0.583968972
work,RectifierWithDropout,1024;512;256,0.05,0.1,5,-2,0.9999,1.00E-04,1.00E-05,5,1.00E-07,FALSE,log,CrossEntropy,0.860814063,0.65028482,0.776679153,0.629411252,0.667004653,0.73749192,0.719374232,0.765013899,0.752811894
work,RectifierWithDropout,36;36,0.05,0.1,25,-2,0.9999,1.00E-04,0,5,1.00E-07,FALSE,sqrtPlus3Over8,CrossEntropy,0.136450254,0.715014798,0.827617879,0.775318128,0.761135107,0.732385262,0.701273515,0.718598487,0.721590175
work,RectifierWithDropout,500;500;250;100,0.02,0.5,25,-2,0.95,1.00E-05,0,7,1.00E-09,FALSE,sqrt,CrossEntropy,3.344803517,0.584064157,0.597440805,0.581468231,0.586045734,0.784938591,0.779946991,0.782403517,0.778539108
work,RectifierWithDropout,50;100,0.05,0.3,5,-2,0.98,0,0.001,7,1.00E-08,FALSE,log,CrossEntropy,0.1064752,0.620833383,0.606761793,0.598119362,0.605401175,0.755397544,0.765724998,0.767664361,0.764318035
work,RectifierWithDropout,50;100,0.3,0.1,15,-2,0.99,0,1.00E-04,5,1.00E-07,FALSE,raw,CrossEntropy,0.175229496,0.581438808,0.606433188,0.598991125,0.590092958,0.775694893,0.76824617,0.769215851,0.773691015
work,RectifierWithDropout,100;20,0.01,0,5,-2,0.98,0.01,0.001,3,1.00E-09,FALSE,sqrtPlus3Over8,CrossEntropy,0.131261076,0.817301487,0.826749376,0.781188497,0.785575214,0.708920491,0.707091603,0.72674381,0.719198449
work,RectifierWithDropout,36;36,0.1,0.2,10,-2,0.9999,1.00E-04,0.01,20,1.00E-06,FALSE,raw,CrossEntropy,0.088883495,0.98779503,1.241059326,1.097893957,1.103413032,0.675307046,0.486004267,0.631779688,0.609114415
work,RectifierWithDropout,36;18,0.2,0.7,10,-2,0.99,0.001,1.00E-04,30,1.00E-06,FALSE,sqrt,CrossEntropy,0.084220158,0.886061391,0.810196758,1.102876403,1.14221402,0.702908856,0.712974336,0.674898183,0.658177117
work,RectifierWithDropout,2048;1024;512,0.05,0.5,25,-2,0.99,1.00E-04,0.01,20,1.00E-09,FALSE,log,CrossEntropy,17.31283165,0.580448417,0.581551906,0.5803216,0.586041601,0.782611506,0.784213588,0.782274226,0.776535229
work,RectifierWithDropout,100;100,0.01,0.1,50,-2,0.9999,1.00E-04,0.01,3,1.00E-07,FALSE,sqrtPlus3Over8,CrossEntropy,0.556491838,0.930335417,0.787520019,0.822436641,0.794405458,0.681512605,0.697330144,0.71433189,0.707433743
work,RectifierWithDropout,500;250;125,0,0.05,15,-2,0.95,0.001,0.01,3,1.00E-08,FALSE,log,CrossEntropy,1.294037325,0.674189567,0.666262888,0.671413711,0.675609116,0.745572075,0.75751503,0.750210098,0.748610213
work,RectifierWithDropout,36;18,0.1,0.7,5,-2,0.999,1.00E-04,1.00E-04,10,1.00E-09,FALSE,raw,CrossEntropy,0.073615138,0.927696241,0.951796379,0.922899946,0.960074556,0.691725921,0.678518327,0.667593251,0.681060116
work,RectifierWithDropout,50;100,0.2,0.2,25,-2,0.98,1.00E-04,0.001,10,1.00E-06,FALSE,log,CrossEntropy,0.221750412,0.620040736,0.622812235,0.599738945,0.640286701,0.766321913,0.766436098,0.769862305,0.763865546
work,RectifierWithDropout,72;72;72,0.2,0.2,10,-2,0.9999,0,0,30,1.00E-08,FALSE,sqrtPlus3Over8,CrossEntropy,0.133215247,0.620832643,0.629504753,0.620958134,0.624129189,0.765223012,0.762298791,0.765531062,0.764318035
work,RectifierWithDropout,100;50,0.01,0.2,35,-2,0.98,0.001,1.00E-05,10,1.00E-08,FALSE,sqrtPlus3Over8,CrossEntropy,0.472490859,0.574556311,0.578120738,0.580825285,0.576938973,0.787136393,0.779171246,0.78208029,0.781124758
work,RectifierWithDropout,500;250,0.02,0,15,-2,0.98,1.00E-04,0,10,1.00E-06,FALSE,sqrt,CrossEntropy,0.754423024,0.58682355,0.616340207,0.59223097,0.60539492,0.796574014,0.779300537,0.790160967,0.78487395
work,RectifierWithDropout,250;125,0.01,0,15,-2,0.9999,1.00E-05,0.01,10,1.00E-08,FALSE,sqrtPlus3Over8,CrossEntropy,0.531459292,0.657121099,0.672919836,0.676327329,0.646321385,0.754815772,0.743034456,0.746072791,0.753522948
work,RectifierWithDropout,200;100;50,0.01,0.7,10,-2,0.95,0.001,0.001,30,1.00E-09,FALSE,sqrtPlus3Over8,CrossEntropy,0.210489554,0.837784318,0.86254488,0.874490731,0.901214293,0.704395604,0.696360463,0.696360463,0.682676147
work,RectifierWithDropout,100;20,0.2,0.2,25,-2,0.999,0,0.001,3,1.00E-08,FALSE,sqrtPlus3Over8,CrossEntropy,0.24622045,0.566420316,0.580985871,0.566860579,0.575346539,0.77866839,0.768634042,0.777749046,0.776793794
work,RectifierWithDropout,500;500;250;100,0,0,15,-2,0.95,0,1.00E-04,2,1.00E-08,FALSE,raw,CrossEntropy,2.91893798,0.605221043,0.589590281,0.572843609,0.659136864,0.800129282,0.794233629,0.797789127,0.796509373
work,RectifierWithDropout,250;125,0.1,0.3,35,-2,0.95,0,1.00E-04,7,1.00E-07,FALSE,log,CrossEntropy,0.80602645,0.578313456,0.562848305,0.550886663,0.570903644,0.796056884,0.79759519,0.797853772,0.792760181
work,RectifierWithDropout,500;250;125,0.1,0.2,50,-2,0.95,0.01,1.00E-05,7,1.00E-06,FALSE,sqrt,CrossEntropy,2.486690296,1.017684375,1.015776921,1.054101833,1.093755746,0.652230123,0.64813498,0.649557179,0.613316096
work,RectifierWithDropout,500;250,0.2,0.7,35,-2,0.95,1.00E-04,0,7,1.00E-07,FALSE,sqrtPlus3Over8,CrossEntropy,1.139383712,0.580665796,0.579379999,0.596334147,0.587489747,0.787459599,0.786605469,0.774904648,0.78383969
work,RectifierWithDropout,250;125,0,0.2,10,-2,0.95,0.01,1.00E-05,30,1.00E-09,FALSE,sqrt,CrossEntropy,0.382504029,0.870582319,0.875565243,0.880086689,0.881780497,0.698254686,0.691641347,0.697200853,0.688881707
work,RectifierWithDropout,100;50,0.02,0.05,50,-2,0.98,1.00E-05,0,30,1.00E-06,FALSE,log,CrossEntropy,0.427670775,0.733599534,0.685551077,0.669565548,0.720434102,0.783451842,0.784213588,0.785053979,0.782482224
work,RectifierWithDropout,36;36,0.2,0,10,-2,0.9999,0.001,1.00E-05,7,1.00E-09,FALSE,sqrtPlus3Over8,CrossEntropy,0.115261046,0.59824003,0.612797879,0.599003479,0.599170236,0.770911441,0.76669468,0.770120887,0.768325792
work,RectifierWithDropout,1024;512;256;128,0.02,0.1,5,-2,0.99,0,0.001,7,1.00E-06,FALSE,sqrt,CrossEntropy,1.608022054,0.656889695,0.6655002,0.652304809,0.663706762,0.753264383,0.759712974,0.753248432,0.753781513
work,RectifierWithDropout,75;150;300,0.3,0.05,35,-2,0.999,0.01,0,7,1.00E-09,FALSE,sqrt,CrossEntropy,0.738542162,0.873926291,0.977247453,0.95668493,0.954263227,0.679831933,0.677290064,0.662938781,0.651389787
work,RectifierWithDropout,500;500;250;100,0.05,0.3,35,-2,0.9999,1.00E-04,0,7,1.00E-07,FALSE,sqrt,CrossEntropy,2.52854455,0.735737279,0.618761661,0.675495832,0.59959005,0.728829994,0.766306807,0.756480703,0.786231416
work,RectifierWithDropout,100;20,0.01,0.3,15,-2,0.999,1.00E-05,0.001,3,1.00E-08,FALSE,raw,CrossEntropy,0.198141216,0.573055913,0.578521779,0.571663371,0.583939406,0.777375566,0.781692417,0.77600362,0.777504848
work,RectifierWithDropout,50;100,0.05,0.2,35,-2,0.9999,1.00E-05,1.00E-05,20,1.00E-09,FALSE,sqrt,CrossEntropy,0.276588042,0.543402562,0.544465252,0.541243509,0.554456015,0.791725921,0.785959015,0.78828625,0.780155139
work,RectifierWithDropout,200;100;50,0.02,0.3,5,-2,0.99,0.001,0.001,3,1.00E-06,FALSE,sqrt,CrossEntropy,0.156350313,0.635979813,0.701527427,0.662136769,0.653772764,0.761215255,0.742323356,0.75370095,0.748610213
work,RectifierWithDropout,75;150;75,0.01,0.1,10,-2,0.9999,0,1.00E-04,7,1.00E-07,FALSE,log,CrossEntropy,0.147892788,0.610841529,0.747382969,0.75575835,0.742966362,0.767873303,0.735018424,0.727260974,0.735875889
work,RectifierWithDropout,75;150;75,0.05,0.05,25,-2,0.95,1.00E-05,0,20,1.00E-09,FALSE,log,CrossEntropy,0.642992858,0.559571459,0.574302241,0.56161196,0.565139583,0.795022624,0.789449867,0.791453875,0.789722043
work,RectifierWithDropout,100;100,0.1,0.5,5,-2,0.99,1.00E-05,1.00E-05,2,1.00E-07,FALSE,sqrtPlus3Over8,CrossEntropy,0.103216859,0.607822535,0.612399825,0.615457819,0.631740031,0.769166128,0.764044217,0.757256448,0.757336781
work,RectifierWithDropout,75;150;300,0,0,35,-2,0.98,1.00E-05,1.00E-04,5,1.00E-09,FALSE,sqrtPlus3Over8,CrossEntropy,2.053211466,0.573331119,0.587913791,0.569423293,0.584023487,0.792243051,0.790354903,0.794621501,0.78539108
