box,activation,hiddenLayers,inputDropout,dropout,epochs,trainSamplesPerIteration,rho,l1,l2,maxw2,epsilon,balance_classes,dataTransformation,lossFunction,executionTime,logLoss1,logLoss2,logLoss3,logLoss4,accuracy1,accuracy2,accuracy3,accuracy4
i5,RectifierWithDropout,36;36;36,0.2,0.7,10,1000,0.999,1e-05,0.001,100,1e-06,FALSE,raw,automatic,10.2207752466,1.3710904083,1.1148290565,1.3034067911,1.2341689337,0.5216548158,0.7070916026,0.6755446377,0.6208144796
i5,RectifierWithDropout,36;36;36,0.01,0.2,5,-2,0.99,1e-05,0.001,0.1,1e-08,TRUE,raw,automatic,0.5028269996,1.462341767,1.5151030028,1.4853939282,1.4908267633,0.4702650291,0.4799275971,0.4770185532,0.4760180995
i5,MaxoutWithDropout,500;250;50,0.02,0.2,5,-2,0.98,0.001,0,100,1e-06,FALSE,raw,automatic,6.4284967502,1.4811560897,1.5083609369,1.4254182041,1.5053239477,0.5069166128,0.5342297498,0.5319025147,0.5117647059
i5,TanhWithDropout,200;100;50,0.05,0.5,10,-2,0.95,0,0.01,0.1,1e-07,FALSE,raw,automatic,2.4575220088,1.5347384824,1.5225048805,1.5295840073,1.5362219884,0.478539108,0.4802508242,0.4785700433,0.4769230769
i5,MaxoutWithDropout,100;50,0.05,0,5,-2,0.9999,1e-05,0.001,1,1e-09,TRUE,raw,automatic,1.7270744582,1.661799544,1.8383466909,1.7435542922,1.6733238405,0.4475113122,0.4570431185,0.4481220506,0.485520362
i5,TanhWithDropout,500;250;50,,0.7,10,1000,0.99,1e-05,0.001,0.1,,TRUE,raw,automatic,,1.6964818268,1.7189481904,1.7220741107,1.7006591246,0.4756948933,0.4702954296,0.4660934773,0.4718164189
i5,TanhWithDropout,100;100,0.2,0.7,5,10000,0.9999,1e-04,1e-04,1000,1e-06,TRUE,raw,automatic,0.9974570831,1.7113561544,1.2020491952,2.0486081678,1.7323800023,0.5391079509,0.5814855517,0.5762492727,0.5533290239
i5,RectifierWithDropout,36;18,0.02,0.5,15,-2,0.999,1e-04,0.01,0.1,1e-09,FALSE,raw,automatic,0.3057829032,1.817989939,1.7858419432,1.7908326304,1.8068535003,0.4591467356,0.4612450708,0.4682267761,0.4771816419
i5,RectifierWithDropout,100;20,,0.2,25,1000,0.9999,1e-05,0.01,0.1,,FALSE,raw,automatic,,1.8611403583,1.848619661,1.7978938084,1.9651252529,0.3237879767,0.4759195811,0.3402288448,0.3375565611
i5,RectifierWithDropout,500;500;250;100,0.5,0,50,100,0.999,0.01,0,10,1e-09,FALSE,raw,automatic,,1.8687479304,3.080051488,1.9652340093,2.4381419345,0.3027149321,0.3607214429,0.259745297,0.3649644473
i5,MaxoutWithDropout,36;36,,0.1,100,1000,0.95,1e-04,1e-04,1,,FALSE,raw,automatic,,1.8783332988,1.9011787529,1.9240796796,1.9034751968,0.4166774402,0.4657056048,0.4434675803,0.3817065288
i5,MaxoutWithDropout,36;36,,0,10,1000,0.98,0.001,0,1,,TRUE,raw,automatic,,1.8831643919,1.9704856219,1.9128211664,1.9110124824,0.4186166774,0.2826944211,0.2689249467,0.2536522301
i5,MaxoutWithDropout,35;17,0.2,0.5,15,-2,0.95,0.001,0.01,10,1e-08,TRUE,raw,automatic,1.1477780581,1.8898018255,1.7772970581,1.8201896591,1.7780131352,0.3507433743,0.4607925528,0.3973107505,0.4616031028
i5,RectifierWithDropout,36;36;36,0.2,0.7,25,-2,0.999,1e-05,0.001,0.1,1e-08,TRUE,raw,automatic,0.9025286247,1.9241799739,1.9390317761,1.9237951983,1.9399477416,0.2985778927,0.2730622535,0.3009244295,0.4526826115
i5,MaxoutWithDropout,500;250;50,0.2,0,5,-2,0.99,1e-04,0.01,10,1e-08,FALSE,raw,automatic,8.9562304586,1.9256795918,1.788701268,1.6901203124,1.4337654603,0.445572075,0.4545865925,0.4615682979,0.4701357466
i5,MaxoutWithDropout,35;17,0,0.2,5,-2,0.95,1e-05,1e-04,1,1e-09,FALSE,raw,automatic,0.2542416334,1.9340776621,1.9417441583,1.9463966099,1.9476031502,0.2659987072,0.2596160062,0.259745297,0.2592760181
i5,MaxoutWithDropout,36;36;36,0.5,0.7,25,-2,0.99,0.001,1e-05,1000,1e-08,FALSE,raw,automatic,0.8579413245,1.936614764,1.9461011503,1.9411550031,1.9367093186,0.4055591467,0.2596160062,0.4518068395,0.410730446
i5,MaxoutWithDropout,200;100;50,,0.2,50,100,0.9999,0.01,0.001,100,,TRUE,raw,automatic,,1.951732519,1.9606898502,1.8678909118,1.9443719669,0.2636069813,0.2596160062,0.2989204215,0.2993535876
i5,MaxoutWithDropout,200;100;50,0,0,10,-2,0.95,0.001,1e-05,0.1,1e-08,TRUE,raw,automatic,8.2008130958,1.9544410886,2.1023709061,1.968421314,2.046743629,0.2636069813,0.2596160062,0.259745297,0.2592113769
i5,MaxoutWithDropout,36;36,0.01,0.5,5,-2,0.95,1e-04,0.001,0.1,1e-07,TRUE,raw,automatic,0.518407925,1.9550591267,1.956982468,1.952326381,1.9611416138,0.2636069813,0.2596160062,0.259745297,0.2283128636
i5,TanhWithDropout,500;250;50,0.5,0.1,10,-2,0.9999,0.001,1e-04,0.1,1e-09,FALSE,raw,automatic,10.795675238,1.9569154742,2.0307090643,2.0107667169,1.9587763692,0.2636069813,0.2596160062,0.259745297,0.2592113769
i5,MaxoutWithDropout,100;50,0.05,0.2,10,10000,0.98,0.01,0.01,1,1e-06,FALSE,raw,automatic,1.2780552874,1.9577410636,2.1045765394,2.0296886307,2.0018789845,0.3594699418,0.230331631,0.259745297,0.2592113769
i5,MaxoutWithDropout,36;36,0,0.5,5,1000,0.99,1e-04,0.01,0.1,1e-08,FALSE,raw,automatic,0.3164764374,1.9579721852,1.9472673812,1.957318189,1.9613957383,0.4422107304,0.2596160062,0.259745297,0.2592113769
i5,MaxoutWithDropout,200;100;50,,0.7,100,10000,0.999,0.001,1e-04,1,,FALSE,raw,automatic,,1.9579951421,2.0910438782,1.9716553361,2.09318751,0.2636069813,0.2596160062,0.4472816601,0.2592113769
i5,MaxoutWithDropout,200;100;50,,0.5,5,0,0.9999,0.01,0.001,1000,,TRUE,raw,automatic,,1.9655481401,1.9581655699,1.9603377101,1.9639055462,0.2636069813,0.2596160062,0.2711875364,0.2592113769
i5,TanhWithDropout,100;50,0,0,10,100,0.9999,0.01,0.01,0.1,1e-07,TRUE,raw,automatic,5.3836385369,1.9711516932,2.0156877015,2.0003089891,NA,0.2636069813,0.2596160062,0.259745297,NA
i5,MaxoutWithDropout,500;500;250;100,0.02,0,5,-2,0.999,0,1e-05,1,1e-09,TRUE,raw,automatic,43.6411955833,1.9720041614,2.0202107517,2.0035181263,1.9561197981,0.2636069813,0.2596160062,0.259745297,0.2592113769
i5,RectifierWithDropout,500;500;250;100,,0.2,25,10000,0.99,0.01,1e-04,10,,TRUE,raw,automatic,,1.9976987553,2.0259102913,2.6389887406,2.07830532,0.2636069813,0.2596160062,0.259745297,0.2592113769
i5,MaxoutWithDropout,35;17,,0.1,25,1000,0.98,0.01,1e-05,1,,TRUE,raw,automatic,,2.0202449998,2.0198044422,1.9421739487,1.9434389311,0.2636069813,0.2596160062,0.259745297,0.4036199095
i5,MaxoutWithDropout,500;500;250;100,,0.1,5,0,0.99,1e-04,1e-05,10,,TRUE,raw,automatic,,2.0346052046,1.9732736313,1.980542406,1.973036978,0.2636069813,0.230331631,0.259745297,0.2592113769
i5,MaxoutWithDropout,500;500;250;100,,0.1,50,0,0.99,0.001,1e-04,10,,FALSE,raw,automatic,,2.0527224819,2.1149628967,2.2223747065,2.250112598,0.2255332902,0.230331631,0.259745297,0.2592113769
i5,RectifierWithDropout,500;500;250;100,0.02,0.1,10,-2,0.98,0.01,0,0.1,1e-07,FALSE,raw,automatic,1.6564040462,2.0868290609,1.9546394351,1.9800009034,1.9875377591,0.2255332902,0.2596160062,0.259745297,0.2592113769
i5,RectifierWithDropout,36;36,0.05,0.5,25,100,0.9999,0.01,1e-04,0.1,1e-08,FALSE,raw,automatic,1.4313809544,2.0870002305,2.0479561782,2.0261275533,1.9996638088,0.2636069813,0.2596160062,0.259745297,0.2292824822
i5,RectifierWithDropout,500;500;250;100,0.02,0.7,25,-2,0.99,1e-05,0,0.1,1e-06,FALSE,raw,automatic,7.6835696081,2.2408557597,1.9538973821,1.6314801369,1.6906166952,0.2636069813,0.2596160062,0.4781175254,0.4780866193
i5,MaxoutWithDropout,100;50,0,0.5,5,-2,0.95,0,0.01,1,1e-06,FALSE,raw,MeanSquare,0.5687455336,1.9964439016,1.9876230102,2.0171086499,1.9956572128,0.3742081448,0.2596160062,0.259745297,0.3294764059
i5,RectifierWithDropout,100;50,0.5,0.5,15,-2,0.99,1e-04,1e-05,1,1e-06,FALSE,raw,CrossEntropy,0.4799715708,0.8871176729,0.8615250011,0.8266759656,0.8779559495,0.698125404,0.6987523434,0.7119400091,0.6994182288
i5,RectifierWithDropout,1024;512;128,0,0.7,25,-2,0.95,0.001,0.01,10,1e-06,TRUE,sqrt,MeanSquare,35.1733167628,Inf,Inf,Inf,22.0188782789,0.2636069813,0.2596160062,0.259745297,0.2283128636
i5,MaxoutWithDropout,100;50,0.02,0.1,5,-2,0.98,0.001,0.001,100,1e-09,TRUE,raw,CrossEntropy,1.6874313752,0.9095298738,0.9337544962,0.8843967342,0.8696472637,0.6848739496,0.6876979766,0.6838838968,0.6842921784
i5,TanhWithDropout,36;36;36,0.1,0.2,15,-2,0.9999,0,1e-05,100,1e-07,TRUE,sqrt,MeanSquare,1.1955245296,1.9653335653,2.0110235186,2.0075824777,2.059847329,0.2636069813,0.2596160062,0.1403452065,0.2283128636
i5,RectifierWithDropout,100;50,0.2,0.2,25,-2,0.999,0.01,1e-04,1,1e-09,TRUE,log,Automatic,2.1581708421,0.8629537173,0.8607264822,0.8453314697,0.8775633736,0.7094376212,0.7059926304,0.7082552201,0.7052359405
i5,RectifierWithDropout,500;500;250;100,0.2,0.2,10,-2,0.999,1e-05,0.01,100,1e-09,TRUE,raw,MeanSquare,3.4164877166,25.4341138132,31.8237235734,26.6101969794,30.0110040272,0.2636069813,0.0786088306,0.229555886,0.131092437
i5,RectifierWithDropout,500;500;250;100,0.05,0.5,5,-2,0.98,1e-05,0.01,10,1e-08,TRUE,log,Automatic,7.5916946371,0.5919730747,0.5951368361,0.5908805149,0.5792068811,0.7789269554,0.7804641541,0.7741935484,0.7788623142
i5,TanhWithDropout,36;36,0.2,0.5,10,-2,0.999,0.01,0.001,10,1e-09,FALSE,raw,MeanSquare,0.4178550283,2.0645332375,1.8193212403,1.7805255767,1.8452508792,0.2636069813,0.4668692223,0.4695196845,0.4652230123
i5,RectifierWithDropout,500;500;250;100,0.02,0.2,5,-2,0.9999,0,0.001,1,1e-08,TRUE,sqrt,CrossEntropy,3.8097870042,0.7862765959,0.7477563247,0.9135602689,0.7849067424,0.7220426632,0.7334669339,0.7050875945,0.7135746606
i5,RectifierWithDropout,36;18,0.01,0.7,15,-2,0.99,0.01,0.001,100,1e-08,FALSE,raw,MeanSquare,0.1673612545,2.0485734874,2.0883189077,1.7451954547,2.1125489647,0.2636069813,0.2596160062,0.4655116685,0.2592113769
i5,RectifierWithDropout,500;250;50,0.2,0.5,25,-2,0.99,0.01,0.001,10,1e-07,TRUE,raw,CrossEntropy,3.5600164294,1.9584399708,1.8413253443,2.2812208409,1.7731006948,0.2636069813,0.2958174413,0.259745297,0.3782159017
i5,RectifierWithDropout,500;250;50,0.5,0.7,15,-2,0.9999,1e-05,1e-04,10,1e-06,TRUE,raw,CrossEntropy,1.5931389332,1.3823893096,1.4273445689,1.4901589119,1.367248141,0.5091790562,0.4951839162,0.4680328399,0.5100840336
i5,RectifierWithDropout,36;36;36,0,0.1,50,-2,0.999,0.01,1e-05,100,1e-08,TRUE,raw,Automatic,1.745095404,0.7630980647,0.8020301483,0.7462946928,0.8051034885,0.7288946348,0.7232529575,0.7297174995,0.714479638
i5,RectifierWithDropout,100;20,0.01,0.7,10,-2,0.999,1e-04,1e-05,100,1e-08,FALSE,raw,Automatic,0.203179875,0.7647839996,0.7913966872,0.7643331043,0.7863660203,0.7336134454,0.7124571724,0.7203439136,0.7188106012
i5,RectifierWithDropout,500;250;50,0.02,0.5,5,-2,0.99,1e-05,1e-05,1,1e-09,FALSE,sqrt,MeanSquare,1.6618545383,0.6424650992,0.6527801915,0.6488602145,0.6674226592,0.7655462185,0.7600362014,0.75596354,0.7538461538
i5,MaxoutWithDropout,36;36,0.2,0.2,10,-2,0.99,1e-05,0,100,1e-07,TRUE,raw,Automatic,1.0933808118,0.8892451217,0.8410068055,0.8648571304,0.8757510415,0.6926955398,0.7009502877,0.6940332277,0.6827407886
i5,TanhWithDropout,500;250;50,0,0,25,-2,0.98,0,0.01,1,1e-06,TRUE,sqrt,Automatic,79.6588089506,0.8405359489,0.8213329672,0.8235898673,0.8275655406,0.7095669037,0.7153015709,0.709160256,0.7063348416
i5,RectifierWithDropout,36;36,0.02,0,10,-2,0.999,1e-05,1e-05,1,1e-06,FALSE,raw,CrossEntropy,0.2873342703,0.7811698353,0.7560055179,0.7901669789,0.8102447498,0.7242404654,0.7198913957,0.719632814,0.7031027796
i5,RectifierWithDropout,500;500;250;100,0.5,0,50,-2,0.98,0.001,1e-05,10,1e-07,TRUE,raw,CrossEntropy,24.3910984159,0.6563164145,0.6475035182,0.6629321668,0.638032775,0.7631544926,0.7625573728,0.7637209904,0.7639948287
i5,RectifierWithDropout,36;36;36,0.01,0.5,5,-2,0.98,0.01,0,1,1e-07,FALSE,sqrt,MeanSquare,0.3089881251,2.0932865136,2.1290993493,2.0976337535,2.0874511704,0.2636069813,0.2596160062,0.259745297,0.2592113769
i5,MaxoutWithDropout,36;36,0,0.1,50,-2,0.9999,1e-04,0,100,1e-08,TRUE,sqrt,Automatic,5.5517040253,1.0371984723,1.0183204584,1.0259595281,0.9508979416,0.6478345184,0.6648781434,0.6490400155,0.6787330317
i5,TanhWithDropout,100;50,0.05,0,5,-2,0.99,1e-05,1e-04,100,1e-07,FALSE,sqrt,CrossEntropy,0.7209439536,0.6289542017,0.5998856654,0.5887581805,0.5898625834,0.7627020039,0.7754218114,0.7810459629,0.7719457014
i5,TanhWithDropout,200;100;50,0.05,0,5,-2,0.98,0.001,1e-05,10,1e-09,FALSE,raw,CrossEntropy,1.8199322373,0.6669611817,0.6773576089,0.6675685536,0.6620790821,0.7508080155,0.7481414442,0.7515676514,0.7455074337
i5,MaxoutWithDropout,1024;512;256,0.05,0.5,50,-2,0.99,1e-05,1e-05,10,1e-08,FALSE,sqrtPlus3Over8,CrossEntropy,173.9669843833,1.9493316569,1.9397997971,1.8897709952,1.9415588436,0.3599870718,0.3620789967,0.3919451807,0.3847446671
i5,RectifierWithDropout,1024;512;256,0.05,0.5,50,-2,0.99,1e-05,1e-05,10,1e-08,FALSE,sqrtPlus3Over8,CrossEntropy,24.590130046,0.488492527,0.4882959934,0.4782889379,0.4952711472,0.8173884939,0.8145969358,0.8181524339,0.810989011
i5,RectifierWithDropout,100;100,0.03,0.2,25,-2,0.95,1e-04,1e-05,5,1e-08,FALSE,raw,CrossEntropy,1.3909819831,0.6208522499,0.6258928065,0.6039344029,0.6078743243,0.7865546218,0.7862822419,0.7829853255,0.7800258565
i5,RectifierWithDropout,100;100,0.03,0.2,25,-2,0.99,1e-04,1e-05,5,1e-08,FALSE,raw,CrossEntropy,1.4679912627,0.5360403543,0.5480349312,0.5381186102,0.5438711497,0.7967679379,0.7946215011,0.7921649751,0.789269554
i5,RectifierWithDropout,30,0.03,0.2,25,-2,0.99,1e-04,1e-05,5,1e-08,FALSE,raw,CrossEntropy,0.0005525917,NA,NA,NA,NA,NA,NA,NA,NA
i5,RectifierWithDropout,30,0.03,0.2,25,-2,0.99,1e-04,1e-05,5,1e-08,FALSE,raw,CrossEntropy,0.0887397041,NA,NA,NA,NA,NA,NA,NA,NA
i5,RectifierWithDropout,30,0.03,0.2,25,-2,0.99,1e-04,1e-05,5,1e-08,FALSE,raw,CrossEntropy,0.0887397041,0.6110495519,NA,NA,NA,0.7752424047,NA,NA,NA
Box,activation,hiddenLayers,input dropout,dropout,epochs,trainSamplesPerIteration,rho,l1,l2,maxw2,epsilon,balance_classes,,,execution time,logLoss1,logLoss2,logLoss3,logLoss4,accuracy1,accuracy2,accuracy3,accuracy4
old,TanhWithDropout,100;20,,0.2,25,10000,0.95,0.001,1e-04,100,,TRUE,,,,1.528092659,1.3894655621,1.3736522709,1.4028544981,0.5315449257,0.5388195746,0.4722994376,0.4860374919
old,TanhWithDropout,100;50,,0.1,50,1000,0.98,1e-04,1e-04,1000,,TRUE,,,,0.6809501156,0.692075968,0.7011253994,0.7010900667,0.7482870071,0.7472364083,0.7467838904,0.7409825469
old,MaxoutWithDropout,7,,0.1,50,-2,0.95,1e-04,0,1,,TRUE,,,,1.8545489628,NA,NA,NA,0.3341952165,NA,NA,NA
old,TanhWithDropout,100;20,,0.2,25,10000,0.95,0.001,1e-04,100,,TRUE,,,,1.528092659,1.3894655621,1.3736522709,1.4028544981,0.5315449257,0.5388195746,0.4722994376,0.4860374919
old,TanhWithDropout,100;50,,0.1,50,1000,0.98,1e-04,1e-04,1000,,TRUE,,,,0.6809501156,0.692075968,0.7011253994,0.7010900667,0.7482870071,0.7472364083,0.7467838904,0.7409825469
old,MaxoutWithDropout,7,,0.1,50,-2,0.95,1e-04,0,1,,TRUE,,,,1.8545489628,NA,NA,NA,0.3341952165,NA,NA,NA
old,TanhWithDropout,100;100,,0,10,0,0.98,1e-04,0.01,1,,TRUE,,,,0.7519574619,0.7791135806,0.7377793041,0.8038208289,0.7308985133,0.7223479216,0.7282306549,0.717970265
old,RectifierWithDropout,36;18,,0.2,5,0,0.9999,1e-05,0.001,10,,TRUE,,,,0.6380662256,0.6303646676,0.6270703723,0.6362408187,0.758177117,0.7595836835,0.7529898507,0.7544925663
old,MaxoutWithDropout,36;18,,0.7,50,-2,0.98,1e-04,0.001,10,,TRUE,,,,1.9216466256,1.8559321636,1.8477046306,1.9181961775,0.4606981254,0.4618268796,0.3364794104,0.3251454428
old,RectifierWithDropout,100;50,,0.7,25,1000,0.99,0.01,0.01,10,,TRUE,,,,1.0012199305,1.0268972997,1.0743842574,0.9780307941,0.6886231416,0.6661710518,0.6597711552,0.6832579186
old,MaxoutWithDropout,36;36,,0.2,50,1000,0.99,1e-04,1e-04,10,,TRUE,,,,1.0856965053,0.9872019975,1.3439297138,1.0326497126,0.6321266968,0.6730234663,0.5567263559,0.6604395604
old,RectifierWithDropout,35;17,,0.1,5,1,0.999,0.001,0.001,0.1,,FALSE,,,,1.6053202466,1.5759404168,1.6082216739,1.6419333301,0.478280543,0.47960437,0.4787639796,0.474272786
old,RectifierWithDropout,100;20,,0.7,10,-2,0.9999,1e-05,0.001,1,,TRUE,,,,1.1608258376,1.157041692,1.1866661097,1.1812761352,0.6444731739,0.6714719762,0.615553688,0.605106658
old,MaxoutWithDropout,36;36;36,,0,10,0,0.999,1e-05,0.01,1,,FALSE,,,,1.9363811795,1.9144357096,1.9375692914,1.9562485208,0.2636069813,0.3382894822,0.229555886,0.2592113769
old,MaxoutWithDropout,35;17,0.01,0.7,25,-2,0.98,1e-04,1e-04,100,1e-09,FALSE,,,1.2622208337,1.9380453557,1.8381874488,1.8507444346,1.9140281086,0.2636069813,0.4440493891,0.2947184692,0.2756948933
old,MaxoutWithDropout,100;100,0,0,5,1000,0.9999,0,1e-05,100,1e-06,FALSE,,,1.4352625002,1.1548986178,1.1477828548,1.2164124817,1.1862779446,0.6486102133,0.6294524533,0.6412825651,0.6360698125
old,RectifierWithDropout,36;36,0.1,0.5,50,10000,0.98,0,1e-04,100,1e-07,FALSE,,,0.9406750003,0.6499134611,0.6944005422,0.6582549816,0.6583510207,0.752553329,0.7328204797,0.7566099942,0.7409179056
old,MaxoutWithDropout,36;36,0.01,0.2,5,-2,0.99,1e-04,1e-05,0.1,1e-09,TRUE,,,0.8488833338,1.9486076,1.948869495,1.9495754457,1.9600719411,0.2636069813,0.2596160062,0.259745297,0.2592113769
old,MaxoutWithDropout,36;18,0.02,0,25,-2,0.99,0.01,1e-04,0.1,1e-08,FALSE,,,1.5378541658,1.9529402233,1.9552410812,1.9539378988,1.9594698024,0.2636069813,0.2596160062,0.259745297,0.2592113769
old,RectifierWithDropout,100;100,0.02,0.2,25,-2,0.98,1e-04,0.01,1,1e-07,TRUE,,,7.2042958339,0.7694012935,0.7593317439,0.7253570442,0.8198722177,0.7409179056,0.7312043442,0.7396082488,0.7197802198
old,RectifierWithDropout,100;50,0.01,0.2,50,-2,0.98,0.001,1e-04,100,1e-06,FALSE,,,2.2309208333,0.6221337315,0.623401146,0.6046682322,0.6232815412,0.7723335488,0.7714137953,0.7760036201,0.7676793794
old,RectifierWithDropout,36;36,0.02,0.5,10,-2,0.95,1e-04,0.01,10,1e-09,FALSE,,,0.2894541671,0.7475367664,0.7701671724,0.7608969711,0.7760615043,0.7321266968,0.7226711487,0.7251923201,0.7165481577
old,RectifierWithDropout,100;20,0.1,0,50,-2,0.999,0.001,0,100,1e-07,TRUE,,,5.4090875,0.6351922361,0.6533084639,0.6370770483,0.6892870627,0.767291532,0.7621695003,0.7668239705,0.7615384615
old,TanhWithDropout,100;20,0.05,0.5,10,-2,0.999,1e-04,0.01,1000,1e-09,TRUE,,,2.1509291669,0.8400835523,0.8163076148,0.8533932158,0.8491230748,0.7029088559,0.7058633396,0.7023724869,0.6932773109
old,RectifierWithDropout,35;17,0.05,0.7,5,-2,0.98,0.01,0.001,10,1e-08,TRUE,,,0.2461499999,1.1609634971,1.2921903712,1.1628938322,1.2439607136,0.5769877182,0.6217596483,0.5906652014,0.6221073045
old,RectifierWithDropout,36;36;36,0.5,0.5,10,-2,0.999,0.01,1e-04,100,1e-07,TRUE,,,0.5378083338,1.0727574563,1.1251372214,1.1474344789,1.1072727395,0.6822882999,0.6416057922,0.6644902709,0.620361991
old,RectifierWithDropout,35;17,0.05,0.5,5,-2,0.95,1e-04,1e-04,1000,1e-09,TRUE,,,0.3214791665,0.766507043,0.7694096748,0.7674395538,0.77795635,0.7213962508,0.7225418579,0.7173702243,0.7050420168
